University_uni,City,Type,Founded_Year_clean,Stream_Type,College Type,Faculty,Department,Minimum Absolute Score,Minimum Percentage (%),Decade
fayoum university,Faiyum,Public,2005,Science,Agriculture (Agriculture),Faculty of Kindergarten,Curriculum Development,308.0,75.1,2000
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Medicine,Internal Medicine,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Medicine,Internal Medicine,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Medicine,Internal Medicine,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Medicine,Internal Medicine,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Medicine,Internal Medicine,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Medicine,Surgery,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Medicine,Surgery,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Medicine,Surgery,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Medicine,Surgery,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Medicine,Surgery,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Medicine,Pediatrics,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Medicine,Pediatrics,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Medicine,Pediatrics,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Medicine,Pediatrics,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Medicine,Pediatrics,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Medicine,Obstetrics & Gynecology,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Medicine,Obstetrics & Gynecology,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Medicine,Obstetrics & Gynecology,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Medicine,Obstetrics & Gynecology,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Medicine,Obstetrics & Gynecology,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Medicine,Pharmacology,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Medicine,Pharmacology,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Medicine,Pharmacology,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Medicine,Pharmacology,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Medicine,Pharmacology,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Medicine,Anatomy,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Medicine,Anatomy,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Medicine,Anatomy,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Medicine,Anatomy,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Medicine,Anatomy,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Engineering,Civil Engineering,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Engineering,Civil Engineering,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Engineering,Civil Engineering,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Engineering,Civil Engineering,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Engineering,Civil Engineering,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Engineering,Mechanical Engineering,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Engineering,Mechanical Engineering,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Engineering,Mechanical Engineering,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Engineering,Mechanical Engineering,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Engineering,Mechanical Engineering,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Engineering,Electrical Engineering,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Engineering,Electrical Engineering,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Engineering,Electrical Engineering,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Engineering,Electrical Engineering,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Engineering,Electrical Engineering,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Engineering,Architecture,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Engineering,Architecture,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Engineering,Architecture,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Engineering,Architecture,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Engineering,Architecture,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Engineering,Computer Engineering,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Engineering,Computer Engineering,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Engineering,Computer Engineering,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Engineering,Computer Engineering,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Engineering,Computer Engineering,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Science,Mathematics,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Science,Mathematics,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Science,Mathematics,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Science,Mathematics,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Science,Mathematics,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Science,Physics,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Science,Physics,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Science,Physics,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Science,Physics,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Science,Physics,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Science,Chemistry,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Science,Chemistry,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Science,Chemistry,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Science,Chemistry,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Science,Chemistry,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Science,Geology,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Science,Geology,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Science,Geology,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Science,Geology,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Science,Geology,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Science,Botany,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Science,Botany,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Science,Botany,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Science,Botany,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Science,Botany,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Science,Zoology,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Science,Zoology,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Science,Zoology,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Science,Zoology,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Science,Zoology,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Agriculture,Agronomy,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Agriculture,Agronomy,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Agriculture,Agronomy,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Agriculture,Agronomy,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Agriculture,Agronomy,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Agriculture,Horticulture,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Agriculture,Horticulture,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Agriculture,Horticulture,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Agriculture,Horticulture,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Agriculture,Horticulture,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Agriculture,Animal Production,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Agriculture,Animal Production,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Agriculture,Animal Production,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Agriculture,Animal Production,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Agriculture,Animal Production,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Agriculture,Soil Science,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Agriculture,Soil Science,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Agriculture,Soil Science,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Agriculture,Soil Science,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Agriculture,Soil Science,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Agriculture,Plant Pathology,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Agriculture,Plant Pathology,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Agriculture,Plant Pathology,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Agriculture,Plant Pathology,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Agriculture,Plant Pathology,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Commerce,Accounting,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Commerce,Accounting,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Commerce,Accounting,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Commerce,Accounting,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Commerce,Accounting,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Commerce,Business Administration,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Commerce,Business Administration,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Commerce,Business Administration,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Commerce,Business Administration,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Commerce,Business Administration,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Commerce,Economics,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Commerce,Economics,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Commerce,Economics,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Commerce,Economics,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Commerce,Economics,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Commerce,Statistics,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Commerce,Statistics,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Commerce,Statistics,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Commerce,Statistics,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Commerce,Statistics,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Law,Public Law,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Law,Public Law,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Law,Public Law,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Law,Public Law,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Law,Public Law,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Law,Private Law,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Law,Private Law,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Law,Private Law,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Law,Private Law,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Law,Private Law,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Law,International Law,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Law,International Law,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Law,International Law,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Law,International Law,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Law,International Law,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Law,Criminal Law,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Law,Criminal Law,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Law,Criminal Law,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Law,Criminal Law,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Law,Criminal Law,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Arts,English Language & Literature,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Arts,English Language & Literature,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Arts,English Language & Literature,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Arts,English Language & Literature,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Arts,English Language & Literature,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Arts,Arabic,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Arts,Arabic,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Arts,Arabic,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Arts,Arabic,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Arts,Arabic,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Arts,History,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Arts,History,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Arts,History,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Arts,History,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Arts,History,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Arts,Philosophy,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Arts,Philosophy,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Arts,Philosophy,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Arts,Philosophy,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Arts,Philosophy,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Arts,Psychology,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Arts,Psychology,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Arts,Psychology,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Arts,Psychology,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Arts,Psychology,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Pharmacy,Pharmaceutical Chemistry,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Pharmacy,Pharmaceutical Chemistry,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Pharmacy,Pharmaceutical Chemistry,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Pharmacy,Pharmaceutical Chemistry,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Pharmacy,Pharmaceutical Chemistry,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Pharmacy,Pharmacology,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Pharmacy,Pharmacology,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Pharmacy,Pharmacology,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Pharmacy,Pharmacology,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Pharmacy,Pharmacology,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Pharmacy,Pharmaceutics,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Pharmacy,Pharmaceutics,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Pharmacy,Pharmaceutics,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Pharmacy,Pharmaceutics,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Pharmacy,Pharmaceutics,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Pharmacy,Microbiology,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Pharmacy,Microbiology,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Pharmacy,Microbiology,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Pharmacy,Microbiology,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Pharmacy,Microbiology,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Computers and Information,Computer Science,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Computers and Information,Computer Science,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Computers and Information,Computer Science,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Computers and Information,Computer Science,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Computers and Information,Computer Science,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Computers and Information,Information Systems,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Computers and Information,Information Systems,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Computers and Information,Information Systems,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Computers and Information,Information Systems,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Computers and Information,Information Systems,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Computers and Information,Software Engineering,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Computers and Information,Software Engineering,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Computers and Information,Software Engineering,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Computers and Information,Software Engineering,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Computers and Information,Software Engineering,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Mass Communication,Journalism,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Mass Communication,Journalism,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Mass Communication,Journalism,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Mass Communication,Journalism,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Mass Communication,Journalism,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Mass Communication,Radio & TV,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Mass Communication,Radio & TV,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Mass Communication,Radio & TV,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Mass Communication,Radio & TV,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Mass Communication,Radio & TV,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Mass Communication,Public Relations,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Mass Communication,Public Relations,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Mass Communication,Public Relations,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Mass Communication,Public Relations,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Mass Communication,Public Relations,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Mass Communication,Advertising,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Mass Communication,Advertising,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Mass Communication,Advertising,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Mass Communication,Advertising,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Mass Communication,Advertising,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Nursing,Medical-Surgical Nursing,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Nursing,Medical-Surgical Nursing,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Nursing,Medical-Surgical Nursing,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Nursing,Medical-Surgical Nursing,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Nursing,Medical-Surgical Nursing,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Nursing,Pediatric Nursing,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Nursing,Pediatric Nursing,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Nursing,Pediatric Nursing,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Nursing,Pediatric Nursing,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Nursing,Pediatric Nursing,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Nursing,Psychiatric Nursing,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Nursing,Psychiatric Nursing,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Nursing,Psychiatric Nursing,256.0,67.4,1970
helwan university,Cairo,Public,1975,Literary,Media (),Faculty of Nursing,Psychiatric Nursing,260.0,68.4,1970
helwan university,Cairo,Public,1975,Literary,Social Work (),Faculty of Nursing,Psychiatric Nursing,232.0,61.1,1970
helwan university,Cairo,Public,1975,Science,Pharmacy (Pharmacy),Faculty of Physiotherapy,Orthopedics,380.0,92.7,1970
helwan university,Cairo,Public,1975,Science,Home Economics (Home Economics),Faculty of Physiotherapy,Orthopedics,280.0,68.3,1970
helwan university,Cairo,Public,1975,Literary,Commerce (),Faculty of Physiotherapy,Orthopedics,256.0,67.4,1970
